r,p,st,bids,asks,cbid,cask,trade,price,bprofit,sprofit,bind,sind
259,0,15,"[0.24, 0.23, None, 0.35]","[0.49, 0.27, None, 0.46]",,,True,0.31,0.04,0.16,B3,S1
259,0,16,"[0.24, 0.12, None, 0.21]","[0.49, 0.56, None, 0.46]",0.24,0.46,False,,,,,
259,0,17,"[0.24, 0.02, 0.46, 0.21]","[0.49, 0.25, 0.24, 0.46]",,,True,0.35,0.47,0.23,B2,S2
259,0,18,"[0.24, 0.21, None, 0.21]","[0.49, 0.27, None, 0.46]",0.24,0.27,False,,,,,
259,0,19,"[0.24, 0.14, 0.27, 0.21]","[0.49, 0.27, 0.99, 0.46]",,,True,0.27,0.46,0.08,B2,S1
259,0,20,"[0.24, 0.16, None, 0.21]","[0.49, 0.61, None, 0.46]",0.24,0.46,False,,,,,
259,0,21,"[0.24, 0.17, 0.46, 0.21]","[0.49, 0.39, 0.99, 0.46]",,,True,0.42,0.26,0.04,B2,S1
259,0,22,"[0.24, 0.26, None, 0.21]","[0.49, 0.64, None, 0.46]",0.26,0.46,False,,,,,
259,0,23,"[0.24, 0.4, 0.01, 0.21]","[0.49, 0.62, 0.99, 0.46]",0.4,0.46,False,,,,,
259,0,24,"[0.24, 0.41, 0.01, 0.21]","[0.49, 0.74, 0.4, 0.46]",,,True,0.4,0.07,0.14,B1,S2
259,0,25,"[0.24, 0.09, None, 0.21]","[0.49, 0.97, None, 0.46]",0.24,0.46,False,,,,,
259,0,26,"[0.24, 0.41, 0.01, 0.21]","[0.49, 0.78, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,27,"[0.24, 0.24, 0.01, 0.21]","[0.49, 0.72, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,28,"[0.24, 0.06, 0.01, 0.21]","[0.49, 0.89, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,29,"[0.24, 0.1, 0.01, 0.21]","[0.49, 0.91, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,30,"[0.24, 0.29, 0.01, 0.21]","[0.49, 0.69, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,31,"[0.24, 0.19, 0.01, 0.21]","[0.49, 0.7, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,32,"[0.24, 0.39, 0.01, 0.21]","[0.49, 0.51, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,33,"[0.24, 0.22, 0.01, 0.21]","[0.49, 0.8, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,34,"[0.24, 0.31, 0.01, 0.21]","[0.49, 0.93, 0.99, 0.46]",0.41,0.46,False,,,,,
259,0,35,"[0.24, 0.42, 0.01, 0.21]","[0.49, 0.59, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,36,"[0.24, 0.11, 0.01, 0.21]","[0.49, 0.64, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,37,"[0.24, 0.42, 0.01, 0.21]","[0.49, 0.64, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,38,"[0.24, 0.07, 0.01, 0.21]","[0.49, 0.66, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,39,"[0.24, 0.18, 0.01, 0.21]","[0.49, 0.92, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,40,"[0.24, 0.3, 0.01, 0.21]","[0.49, 0.79, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,41,"[0.24, 0.09, 0.01, 0.21]","[0.49, 0.99, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,42,"[0.24, 0.25, 0.01, 0.21]","[0.49, 0.92, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,43,"[0.24, 0.07, 0.01, 0.21]","[0.49, 0.8, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,44,"[0.24, 0.06, 0.01, 0.21]","[0.49, 0.92, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,45,"[0.24, 0.27, 0.01, 0.21]","[0.49, 0.61, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,46,"[0.24, 0.18, 0.01, 0.21]","[0.49, 0.78, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,47,"[0.24, 0.09, 0.01, 0.21]","[0.49, 0.99, 0.99, 0.46]",0.42,0.46,False,,,,,
259,0,48,"[0.24, 0.42, 0.46, 0.21]","[0.49, 0.78, 0.42, 0.46]",,,True,0.44,0.06,0.11,B2,S2
259,0,49,"[0.24, 0.42, None, 0.21]","[0.49, 0.49, None, 0.46]",0.42,0.46,False,,,,,
260,0,0,"[0.0, 0.37, None, 0.95]","[1.0, 0.11, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
260,0,1,"[0.09, 0.7, None, 0.91]","[0.9, 0.95, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
260,0,2,"[0.19, 0.16, None, 0.87]","[0.8, 0.21, None, 0.26]",,,True,0.54,0.33,0.53,B3,S1
260,0,3,"[0.28, 0.04, None, 0.66]","[0.7, 0.9, None, 0.26]",,,True,0.46,0.2,0.2,B3,S3
260,0,4,"[0.38, 0.54, None, 0.35]","[0.6, 0.47, None, 0.3]",,,True,0.42,0.43,0.12,B1,S3
260,0,5,"[0.47, 0.74, None, 0.35]","[0.5, 0.17, None, 0.38]",,,True,0.45,0.38,0.4,B1,S1
260,0,6,"[0.57, 0.53, None, 0.35]","[0.4, 0.24, None, 0.38]",,,True,0.4,0.54,0.29,B0,S1
260,0,7,"[0.63, 0.59, None, 0.35]","[0.3, 0.2, None, 0.38]",,,True,0.41,0.48,0.28,B0,S1
260,0,8,"[0.52, 0.21, None, 0.35]","[0.2, 0.59, None, 0.38]",,,True,0.36,0.29,0.36,B0,S0
260,0,9,"[0.57, 0.51, None, 0.35]","[0.42, 0.45, None, 0.38]",,,True,0.48,0.16,0.1,B0,S3
260,0,10,"[0.38, 0.03, None, 0.35]","[0.36, 0.41, None, 0.41]",,,True,0.37,0.01,0.01,B0,S0
260,0,11,"[0.24, 0.36, None, 0.35]","[0.44, 0.65, None, 0.41]",0.36,0.41,False,,,,,
260,0,12,"[0.24, 0.01, 0.41, 0.35]","[0.44, 0.84, 0.36, 0.41]",,,True,0.39,0.46,0.38,B2,S2
260,0,13,"[0.24, 0.08, None, 0.35]","[0.44, 0.87, None, 0.41]",0.35,0.41,False,,,,,
260,0,14,"[0.24, 0.31, 0.41, 0.35]","[0.44, 0.65, 0.35, 0.41]",,,True,0.38,0.43,0.26,B2,S2
260,0,15,"[0.24, 0.69, None, 0.35]","[0.44, 0.19, None, 0.41]",,,True,0.44,0.26,0.29,B1,S1
260,0,16,"[0.24, 0.02, None, 0.35]","[0.44, 0.87, None, 0.41]",0.35,0.41,False,,,,,
260,0,17,"[0.24, 0.28, 0.41, 0.35]","[0.44, 0.72, 0.99, 0.41]",,,True,0.41,0.32,0.0,B2,S3
260,0,18,"[0.24, 0.3, None, 0.35]","[0.44, 1.0, None, 0.46]",0.35,0.44,False,,,,,
260,0,19,"[0.24, 0.37, 0.44, 0.35]","[0.44, 0.34, 0.99, 0.46]",,,True,0.39,0.29,0.21,B2,S1
260,0,20,"[0.24, 0.15, None, 0.35]","[0.44, 0.92, None, 0.46]",0.35,0.44,False,,,,,
260,0,21,"[0.24, 0.15, 0.01, 0.35]","[0.44, 0.99, 0.99, 0.46]",0.35,0.44,False,,,,,
260,0,22,"[0.24, 0.18, 0.01, 0.35]","[0.44, 0.39, 0.99, 0.46]",0.35,0.39,False,,,,,
260,0,23,"[0.24, 0.18, 0.39, 0.35]","[0.44, 0.61, 0.99, 0.46]",,,True,0.39,0.11,0.0,B2,S1
260,0,24,"[0.24, 0.11, None, 0.35]","[0.44, 0.66, None, 0.46]",0.35,0.44,False,,,,,
260,0,25,"[0.24, 0.47, 0.01, 0.35]","[0.44, 0.75, 0.99, 0.46]",,,True,0.46,0.05,0.01,B1,S0
260,0,26,"[0.24, 0.35, None, 0.35]","[0.49, 0.7, None, 0.46]",0.35,0.46,False,,,,,
260,0,27,"[0.24, 0.42, 0.01, 0.35]","[0.49, 0.92, 0.99, 0.46]",0.42,0.46,False,,,,,
260,0,28,"[0.24, 0.21, 0.01, 0.35]","[0.49, 0.97, 0.42, 0.46]",,,True,0.42,0.05,0.16,B1,S2
260,0,29,"[0.24, 0.2, None, 0.35]","[0.49, 0.95, None, 0.46]",0.35,0.46,False,,,,,
260,0,30,"[0.24, 0.43, 0.01, 0.35]","[0.49, 0.77, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,31,"[0.24, 0.26, 0.01, 0.35]","[0.49, 0.96, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,32,"[0.24, 0.35, 0.01, 0.35]","[0.49, 0.9, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,33,"[0.24, 0.19, 0.01, 0.35]","[0.49, 0.68, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,34,"[0.24, 0.16, 0.01, 0.35]","[0.49, 0.67, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,35,"[0.24, 0.15, 0.01, 0.35]","[0.49, 0.56, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,36,"[0.24, 0.28, 0.01, 0.35]","[0.49, 0.58, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,37,"[0.24, 0.4, 0.01, 0.35]","[0.49, 0.6, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,38,"[0.24, 0.29, 0.01, 0.35]","[0.49, 0.63, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,39,"[0.24, 0.32, 0.01, 0.35]","[0.49, 0.78, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,40,"[0.24, 0.02, 0.01, 0.35]","[0.49, 0.49, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,41,"[0.24, 0.19, 0.01, 0.35]","[0.49, 0.65, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,42,"[0.24, 0.43, 0.01, 0.35]","[0.49, 0.72, 0.99, 0.46]",0.43,0.46,False,,,,,
260,0,43,"[0.24, 0.33, 0.01, 0.35]","[0.49, 0.83, 0.43, 0.46]",,,True,0.43,0.01,0.1,B1,S2
260,0,44,"[0.24, 0.1, None, 0.35]","[0.49, 0.99, None, 0.46]",0.35,0.46,False,,,,,
260,0,45,"[0.24, 0.1, 0.01, 0.35]","[0.49, 0.69, 0.99, 0.46]",0.35,0.46,False,,,,,
260,0,46,"[0.24, 0.2, 0.01, 0.35]","[0.49, 0.75, 0.99, 0.46]",0.35,0.46,False,,,,,
260,0,47,"[0.24, 0.17, 0.01, 0.35]","[0.49, 0.49, 0.99, 0.46]",0.35,0.46,False,,,,,
260,0,48,"[0.24, 0.18, 0.46, 0.35]","[0.49, 0.5, 0.35, 0.46]",,,True,0.4,0.06,0.04,B2,S2
260,0,49,"[0.24, 0.39, None, 0.35]","[0.49, 0.8, None, 0.46]",0.39,0.46,False,,,,,
261,0,0,"[0.0, 0.44, None, 0.95]","[1.0, 0.54, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
261,0,1,"[0.09, 0.69, None, 0.91]","[0.9, 0.67, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
261,0,2,"[0.19, 0.48, None, 0.87]","[0.8, 0.01, None, 0.26]",,,True,0.44,0.43,0.43,B3,S1
261,0,3,"[0.28, 0.44, None, 0.66]","[0.7, 0.9, None, 0.26]",,,True,0.46,0.2,0.2,B3,S3
261,0,4,"[0.38, 0.58, None, 0.35]","[0.6, 0.29, None, 0.3]",,,True,0.44,0.42,0.38,B1,S1
261,0,5,"[0.47, 0.12, None, 0.35]","[0.5, 0.54, None, 0.3]",,,True,0.39,0.56,0.09,B0,S3
261,0,6,"[0.54, 0.47, None, 0.35]","[0.4, 0.2, None, 0.38]",,,True,0.37,0.53,0.26,B0,S1
261,0,7,"[0.46, 0.67, None, 0.35]","[0.3, 0.21, None, 0.38]",,,True,0.44,0.4,0.31,B1,S1
261,0,8,"[0.52, 0.35, None, 0.35]","[0.2, 0.63, None, 0.38]",,,True,0.36,0.29,0.36,B0,S0
261,0,9,"[0.57, 0.59, None, 0.35]","[0.42, 0.68, None, 0.38]",,,True,0.49,0.21,0.11,B1,S3
261,0,10,"[0.63, 0.22, None, 0.35]","[0.36, 0.25, None, 0.41]",,,True,0.44,0.19,0.29,B0,S1
261,0,11,"[0.38, 0.39, None, 0.35]","[0.36, 0.38, None, 0.41]",,,True,0.37,0.13,0.02,B1,S0
261,0,12,"[0.38, 0.22, None, 0.35]","[0.44, 0.41, None, 0.41]",0.38,0.41,False,,,,,
261,0,13,"[0.38, 0.31, 0.41, 0.35]","[0.44, 0.24, 0.38, 0.41]",,,True,0.33,0.53,0.14,B2,S1
261,0,14,"[0.38, 0.35, None, 0.35]","[0.44, 0.4, None, 0.41]",0.38,0.4,False,,,,,
261,0,15,"[0.38, 0.31, 0.4, 0.35]","[0.44, 0.87, 0.38, 0.41]",,,True,0.39,0.43,0.39,B2,S2
261,0,16,"[0.38, 0.47, None, 0.35]","[0.44, 0.7, None, 0.41]",,,True,0.44,0.03,0.03,B1,S3
261,0,17,"[0.38, 0.0, None, 0.35]","[0.44, 0.53, None, 0.46]",0.38,0.44,False,,,,,
261,0,18,"[0.38, 0.26, 0.44, 0.35]","[0.44, 0.75, 0.38, 0.46]",,,True,0.41,0.32,0.29,B2,S2
261,0,19,"[0.38, 0.02, None, 0.35]","[0.44, 0.87, None, 0.46]",0.38,0.44,False,,,,,
261,0,20,"[0.38, 0.05, 0.44, 0.35]","[0.44, 0.75, 0.38, 0.46]",,,True,0.41,0.27,0.15,B2,S2
261,0,21,"[0.38, 0.24, None, 0.35]","[0.44, 0.67, None, 0.46]",0.38,0.44,False,,,,,
261,0,22,"[0.38, 0.05, 0.01, 0.35]","[0.44, 0.52, 0.99, 0.46]",0.38,0.44,False,,,,,
261,0,23,"[0.38, 0.17, 0.01, 0.35]","[0.44, 0.83, 0.99, 0.46]",0.38,0.44,False,,,,,
261,0,24,"[0.38, 0.17, 0.01, 0.35]","[0.44, 0.98, 0.99, 0.46]",0.38,0.44,False,,,,,
261,0,25,"[0.38, 0.29, 0.01, 0.35]","[0.44, 0.64, 0.99, 0.46]",0.38,0.44,False,,,,,
261,0,26,"[0.38, 0.01, 0.01, 0.35]","[0.44, 0.68, 0.99, 0.46]",0.38,0.44,False,,,,,
261,0,27,"[0.38, 0.02, 0.01, 0.35]","[0.44, 0.96, 0.99, 0.46]",0.38,0.44,False,,,,,
261,0,28,"[0.38, 0.43, 0.01, 0.35]","[0.44, 0.99, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,29,"[0.38, 0.29, 0.01, 0.35]","[0.44, 0.75, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,30,"[0.38, 0.32, 0.01, 0.35]","[0.44, 0.46, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,31,"[0.38, 0.34, 0.01, 0.35]","[0.44, 0.95, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,32,"[0.38, 0.38, 0.01, 0.35]","[0.44, 0.86, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,33,"[0.38, 0.32, 0.01, 0.35]","[0.44, 0.45, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,34,"[0.38, 0.08, 0.01, 0.35]","[0.44, 0.58, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,35,"[0.38, 0.24, 0.01, 0.35]","[0.44, 0.47, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,36,"[0.38, 0.25, 0.01, 0.35]","[0.44, 0.7, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,37,"[0.38, 0.16, 0.01, 0.35]","[0.44, 0.68, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,38,"[0.38, 0.06, 0.01, 0.35]","[0.44, 0.6, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,39,"[0.38, 0.41, 0.01, 0.35]","[0.44, 0.64, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,40,"[0.38, 0.17, 0.01, 0.35]","[0.44, 0.53, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,41,"[0.38, 0.21, 0.01, 0.35]","[0.44, 0.87, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,42,"[0.38, 0.31, 0.01, 0.35]","[0.44, 0.99, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,43,"[0.38, 0.17, 0.01, 0.35]","[0.44, 0.7, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,44,"[0.38, 0.06, 0.01, 0.35]","[0.44, 0.5, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,45,"[0.38, 0.34, 0.01, 0.35]","[0.44, 0.98, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,46,"[0.38, 0.15, 0.01, 0.35]","[0.44, 0.85, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,47,"[0.38, 0.42, 0.01, 0.35]","[0.44, 0.6, 0.99, 0.46]",0.43,0.44,False,,,,,
261,0,48,"[0.38, 0.39, 0.44, 0.35]","[0.44, 0.52, 0.43, 0.46]",,,True,0.44,0.06,0.11,B2,S2
261,0,49,"[0.38, 0.44, None, 0.35]","[0.44, 0.76, None, 0.46]",0.44,0.44,False,,,,,
262,0,0,"[0.0, 0.83, None, 0.95]","[1.0, 0.61, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
262,0,1,"[0.09, 0.07, None, 0.91]","[0.9, 0.09, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
262,0,2,"[0.19, 0.19, None, 0.87]","[0.8, 0.31, None, 0.26]",,,True,0.56,0.3,0.3,B3,S3
262,0,3,"[0.28, 0.6, None, 0.66]","[0.7, 0.2, None, 0.3]",,,True,0.43,0.23,0.42,B3,S1
262,0,4,"[0.38, 0.43, None, 0.35]","[0.6, 0.07, None, 0.3]",,,True,0.25,0.6,0.2,B1,S1
262,0,5,"[0.47, 0.62, None, 0.35]","[0.5, 0.4, None, 0.3]",,,True,0.46,0.38,0.16,B1,S3
262,0,6,"[0.57, 0.03, None, 0.35]","[0.4, 0.34, None, 0.38]",,,True,0.45,0.49,0.34,B0,S1
262,0,7,"[0.63, 0.25, None, 0.35]","[0.3, 0.63, None, 0.38]",,,True,0.46,0.43,0.46,B0,S0
262,0,8,"[0.52, 0.65, None, 0.35]","[0.49, 0.88, None, 0.38]",,,True,0.51,0.18,0.13,B1,S3
262,0,9,"[0.59, 0.25, None, 0.35]","[0.42, 0.46, None, 0.41]",,,True,0.5,0.15,0.09,B0,S3
262,0,10,"[0.63, 0.41, None, 0.35]","[0.36, 0.57, None, 0.46]",,,True,0.5,0.14,0.14,B0,S0
262,0,11,"[0.38, 0.48, None, 0.35]","[0.44, 0.91, None, 0.46]",,,True,0.46,0.05,0.02,B1,S0
262,0,12,"[0.38, 0.34, None, 0.35]","[0.49, 0.21, None, 0.46]",,,True,0.29,0.09,0.16,B0,S1
262,0,13,"[0.24, 0.08, None, 0.35]","[0.49, 0.86, None, 0.46]",0.35,0.46,False,,,,,
262,0,14,"[0.24, 0.35, 0.46, 0.35]","[0.49, 0.65, 0.35, 0.46]",,,True,0.4,0.45,0.4,B2,S2
262,0,15,"[0.24, 0.38, None, 0.35]","[0.49, 0.23, None, 0.46]",,,True,0.3,0.17,0.15,B1,S1
262,0,16,"[0.24, 0.21, None, 0.35]","[0.49, 0.43, None, 0.46]",0.35,0.43,False,,,,,
262,0,17,"[0.24, 0.4, 0.43, 0.35]","[0.49, 0.91, 0.35, 0.46]",,,True,0.39,0.42,0.27,B2,S2
262,0,18,"[0.24, 0.38, None, 0.35]","[0.49, 0.65, None, 0.46]",0.38,0.46,False,,,,,
262,0,19,"[0.24, 0.16, 0.46, 0.35]","[0.49, 0.37, 0.38, 0.46]",,,True,0.41,0.32,0.23,B2,S1
262,0,20,"[0.24, 0.14, None, 0.35]","[0.49, 0.48, None, 0.46]",0.35,0.46,False,,,,,
262,0,21,"[0.24, 0.01, 0.46, 0.35]","[0.49, 0.67, 0.99, 0.46]",,,True,0.46,0.22,0.0,B2,S3
262,0,22,"[0.24, 0.43, None, 0.35]","[0.49, 0.54, None, 0.66]",0.43,0.49,False,,,,,
262,0,23,"[0.24, 0.04, 0.01, 0.35]","[0.49, 0.54, 0.43, 0.66]",,,True,0.43,0.01,0.17,B1,S2
262,0,24,"[0.24, 0.37, None, 0.35]","[0.49, 0.91, None, 0.66]",0.37,0.49,False,,,,,
262,0,25,"[0.24, 0.09, 0.01, 0.35]","[0.49, 0.61, 0.99, 0.66]",0.37,0.49,False,,,,,
262,0,26,"[0.24, 0.22, 0.01, 0.35]","[0.49, 0.84, 0.99, 0.66]",0.37,0.49,False,,,,,
262,0,27,"[0.24, 0.04, 0.01, 0.35]","[0.49, 0.45, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,28,"[0.24, 0.33, 0.01, 0.35]","[0.49, 0.89, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,29,"[0.24, 0.15, 0.01, 0.35]","[0.49, 0.94, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,30,"[0.24, 0.21, 0.01, 0.35]","[0.49, 0.56, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,31,"[0.24, 0.07, 0.01, 0.35]","[0.49, 0.48, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,32,"[0.24, 0.0, 0.01, 0.35]","[0.49, 0.67, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,33,"[0.24, 0.29, 0.01, 0.35]","[0.49, 0.49, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,34,"[0.24, 0.23, 0.01, 0.35]","[0.49, 0.51, 0.99, 0.66]",0.37,0.45,False,,,,,
262,0,35,"[0.24, 0.4, 0.01, 0.35]","[0.49, 0.59, 0.99, 0.66]",0.4,0.45,False,,,,,
262,0,36,"[0.24, 0.26, 0.01, 0.35]","[0.49, 0.94, 0.99, 0.66]",0.4,0.45,False,,,,,
262,0,37,"[0.24, 0.31, 0.01, 0.35]","[0.49, 0.71, 0.99, 0.66]",0.4,0.45,False,,,,,
262,0,38,"[0.24, 0.23, 0.01, 0.35]","[0.49, 0.85, 0.99, 0.66]",0.4,0.45,False,,,,,
262,0,39,"[0.24, 0.38, 0.01, 0.35]","[0.49, 0.41, 0.99, 0.66]",,,True,0.41,0.03,0.02,B1,S1
262,0,40,"[0.24, 0.2, None, 0.35]","[0.49, 0.58, None, 0.66]",0.35,0.49,False,,,,,
262,0,41,"[0.24, 0.18, 0.01, 0.35]","[0.49, 0.84, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,42,"[0.24, 0.03, 0.01, 0.35]","[0.49, 0.73, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,43,"[0.24, 0.0, 0.01, 0.35]","[0.49, 0.57, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,44,"[0.24, 0.03, 0.01, 0.35]","[0.49, 0.76, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,45,"[0.24, 0.35, 0.01, 0.35]","[0.49, 0.66, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,46,"[0.24, 0.21, 0.01, 0.35]","[0.49, 0.65, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,47,"[0.24, 0.01, 0.01, 0.35]","[0.49, 0.51, 0.99, 0.66]",0.35,0.49,False,,,,,
262,0,48,"[0.24, 0.31, 0.49, 0.35]","[0.49, 0.78, 0.35, 0.66]",,,True,0.42,0.07,0.09,B2,S2
262,0,49,"[0.24, 0.23, None, 0.35]","[0.49, 0.56, None, 0.66]",0.35,0.49,False,,,,,
263,0,0,"[0.0, 0.62, None, 0.95]","[1.0, 0.65, None, 0.06]",,,True,0.51,0.45,0.45,B3,S3
263,0,1,"[0.09, 0.63, None, 0.91]","[0.9, 0.77, None, 0.08]",,,True,0.5,0.42,0.42,B3,S3
263,0,2,"[0.19, 0.1, None, 0.87]","[0.8, 0.29, None, 0.26]",,,True,0.56,0.3,0.3,B3,S3
263,0,3,"[0.28, 0.12, None, 0.66]","[0.7, 0.38, None, 0.3]",,,True,0.48,0.18,0.18,B3,S3
263,0,4,"[0.38, 0.82, None, 0.35]","[0.6, 0.54, None, 0.38]",,,True,0.6,0.25,0.22,B1,S3
263,0,5,"[0.47, 0.07, None, 0.35]","[0.5, 0.26, None, 0.41]",,,True,0.36,0.58,0.36,B0,S1
263,0,6,"[0.54, 0.34, None, 0.35]","[0.4, 0.62, None, 0.41]",,,True,0.47,0.43,0.47,B0,S0
263,0,7,"[0.46, 0.16, None, 0.35]","[0.55, 0.3, None, 0.41]",,,True,0.38,0.27,0.33,B0,S1
263,0,8,"[0.51, 0.62, None, 0.35]","[0.49, 0.38, None, 0.41]",,,True,0.5,0.34,0.39,B1,S1
263,0,9,"[0.57, 0.02, None, 0.35]","[0.42, 0.25, None, 0.41]",,,True,0.41,0.23,0.28,B0,S1
263,0,10,"[0.38, 0.19, None, 0.35]","[0.36, 0.41, None, 0.41]",,,True,0.37,0.01,0.01,B0,S0
263,0,11,"[0.24, 0.5, None, 0.35]","[0.44, 0.31, None, 0.41]",,,True,0.41,0.29,0.25,B1,S1
263,0,12,"[0.24, 0.11, None, 0.35]","[0.44, 0.22, None, 0.41]",,,True,0.28,0.07,0.1,B3,S1
263,0,13,"[0.24, 0.51, None, 0.21]","[0.44, 0.64, None, 0.41]",,,True,0.46,0.05,0.05,B1,S3
263,0,14,"[0.24, 0.27, None, 0.21]","[0.44, 0.48, None, 0.46]",0.27,0.44,False,,,,,
263,0,15,"[0.24, 0.32, 0.44, 0.21]","[0.44, 0.39, 0.27, 0.46]",,,True,0.36,0.49,0.36,B2,S2
263,0,16,"[0.24, 0.3, None, 0.21]","[0.44, 0.68, None, 0.46]",0.3,0.44,False,,,,,
263,0,17,"[0.24, 0.32, 0.44, 0.21]","[0.44, 0.82, 0.3, 0.46]",,,True,0.37,0.44,0.25,B2,S2
263,0,18,"[0.24, 0.17, None, 0.21]","[0.44, 0.92, None, 0.46]",0.24,0.44,False,,,,,
263,0,19,"[0.24, 0.06, 0.44, 0.21]","[0.44, 0.91, 0.99, 0.46]",,,True,0.44,0.29,0.0,B2,S0
263,0,20,"[0.24, 0.21, None, 0.21]","[0.49, 0.62, None, 0.46]",0.24,0.46,False,,,,,
263,0,21,"[0.24, 0.25, 0.46, 0.21]","[0.49, 0.46, 0.99, 0.46]",,,True,0.46,0.22,0.0,B2,S3
263,0,22,"[0.24, 0.21, None, 0.21]","[0.49, 0.6, None, 0.66]",0.24,0.49,False,,,,,
263,0,23,"[0.24, 0.36, 0.01, 0.21]","[0.49, 0.44, 0.99, 0.66]",0.36,0.44,False,,,,,
263,0,24,"[0.24, 0.29, 0.01, 0.21]","[0.49, 0.52, 0.99, 0.66]",0.36,0.44,False,,,,,
263,0,25,"[0.24, 0.0, 0.01, 0.21]","[0.49, 0.74, 0.99, 0.66]",0.36,0.44,False,,,,,
263,0,26,"[0.24, 0.45, 0.01, 0.21]","[0.49, 0.63, 0.99, 0.66]",,,True,0.45,0.02,0.06,B1,S1
263,0,27,"[0.24, 0.39, None, 0.21]","[0.49, 0.87, None, 0.66]",0.39,0.49,False,,,,,
263,0,28,"[0.24, 0.04, 0.01, 0.21]","[0.49, 0.66, 0.39, 0.66]",,,True,0.39,0.05,0.13,B1,S2
263,0,29,"[0.24, 0.16, None, 0.21]","[0.49, 0.56, None, 0.66]",0.24,0.49,False,,,,,
263,0,30,"[0.24, 0.18, 0.01, 0.21]","[0.49, 0.65, 0.99, 0.66]",0.24,0.49,False,,,,,
263,0,31,"[0.24, 0.06, 0.01, 0.21]","[0.49, 0.7, 0.99, 0.66]",0.24,0.49,False,,,,,
